Fastq File	Total Reads	Reads with PBL	Reads with PBR	Fraction of reads with PBL	Fraction of reads with PBR	Reads with PBL/PBR	Fraction of reads with PBL/PBR	Reads with TTAA	Fraction of reads with TTAA
reseqYYS1328-7-1-YES5.fq.gz	17750717	3455526	12037181	19.47%	67.81%	15492707	87.28%	15715224	88.53%
