Fastq File	Total Reads	Reads with PBL	Reads with PBR	Fraction of reads with PBL	Fraction of reads with PBR	Reads with PBL/PBR	Fraction of reads with PBL/PBR	Reads with TTAA	Fraction of reads with TTAA
reseqYYS1328-7-1-YES6.fq.gz	26735360	7428939	15897758	27.79%	59.46%	23326697	87.25%	23700215	88.65%
