Fastq File	Total Reads	Reads with PBL	Reads with PBR	Fraction of reads with PBL	Fraction of reads with PBR	Reads with PBL/PBR	Fraction of reads with PBL/PBR	Reads with TTAA	Fraction of reads with TTAA
reseqYYS1328-7-1-YES4.fq.gz	18803697	5453388	11030032	29.00%	58.66%	16483420	87.66%	16679264	88.70%
