Fastq File	Total Reads	Reads with PBL	Reads with PBR	Fraction of reads with PBL	Fraction of reads with PBR	Reads with PBL/PBR	Fraction of reads with PBL/PBR	Reads with TTAA	Fraction of reads with TTAA
reseqYYS1328-7-1-YES5.fq.gz	4397098	813278	3049278	18.50%	69.35%	3862556	87.84%	3954598	89.94%
