Fastq File	Total Reads	Reads with PBL	Reads with PBR	Fraction of reads with PBL	Fraction of reads with PBR	Reads with PBL/PBR	Fraction of reads with PBL/PBR	Reads with TTAA	Fraction of reads with TTAA
reseqYYS1328-7-1-YES6.fq.gz	6879676	1825038	4178140	26.53%	60.73%	6003178	87.26%	6174881	89.76%
